Sex,XYZ,Img_Path,Model,Img_Prediction,Age,Blur,Emotion,Device_Timestamp,Colours,Objects,Text,Time,Face_Recog,Date,Device_Make,Num_Faces,GPS
,"[7.913422, 0.53119355, 5.3936577]",../p03_2013-12-02/2013-12-02_11.58.52.jpg,ZTE-BLADE,[],,6.847767985,,2002:12:08 12:00:00,"['#5e7082', '#161724', '#82aaf6', '#74808c', '#707a7e']",[],,11:58:52,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
['Male'],"[9.357179, -0.17706452, -1.0760075]",../p03_2013-12-02/2013-12-02_12.55.24.jpg,ZTE-BLADE,[],['25-32'],19.01894299,['Fear'],2002:12:08 12:00:00,"['#b1adae', '#16131a', '#7a7682', '#704f47', '#223977']",['person'],,12:55:24,"[array([-0.17172238,  0.08295396,  0.10850377, -0.06999974, -0.14334734,
       -0.07143331, -0.00333836, -0.05213309,  0.11145885, -0.03904258,
        0.25927472, -0.07769865, -0.26178277, -0.01617061, -0.07693768,
        0.13930053, -0.04790115, -0.10667536, -0.0911933 , -0.1815643 ,
        0.09545768,  0.10479925, -0.0213793 ,  0.0312418 , -0.08253516,
       -0.30368373, -0.09601319, -0.10670551, -0.02650181, -0.16877234,
        0.07375894,  0.04284565, -0.06764115, -0.07623367,  0.00990832,
        0.06461269, -0.03563443, -0.09748796,  0.13677424,  0.00371037,
       -0.080828  ,  0.06296989,  0.0462785 ,  0.31161273,  0.12971221,
        0.04021525,  0.0512008 , -0.12256771,  0.11790103, -0.19668233,
        0.1107922 ,  0.11415814,  0.11441718,  0.05223524,  0.19553855,
       -0.12459008,  0.02969106,  0.1788796 , -0.25094375,  0.07458799,
        0.05737534,  0.06589714, -0.0533742 , -0.14087673,  0.14692535,
        0.14615723, -0.11242349, -0.11677612,  0.16847877, -0.11246121,
       -0.12427092,  0.07503698, -0.15659505, -0.1552811 , -0.2132687 ,
        0.09244975,  0.37801233,  0.12409627, -0.21419337, -0.02663366,
        0.01314492,  0.00411882,  0.04909768,  0.00288002, -0.10717744,
       -0.06622195, -0.09819703,  0.01169353,  0.0809865 ,  0.0455022 ,
       -0.09236163,  0.22097287,  0.0313638 , -0.01506791,  0.07925642,
        0.09935902, -0.14584319,  0.01433561, -0.09072351, -0.06307612,
        0.07838722, -0.10579866, -0.04383373,  0.06843164, -0.12873237,
        0.20838216, -0.06433491,  0.04459443, -0.11816572, -0.00773972,
       -0.05336389,  0.11096323,  0.17189717, -0.22572747,  0.15679437,
        0.12885576, -0.01831595,  0.12949617,  0.03262101,  0.03188799,
       -0.01494644, -0.05280195, -0.17826279, -0.08752761,  0.0285607 ,
       -0.03171057,  0.02288157,  0.08282913])]",02/12/2013,ZTE,1,"[54.68835526, -5.8810074]"
,"[9.180115, 0.53119355, 2.152015]",../p03_2013-12-02/2013-12-02_11.03.54.jpg,ZTE-BLADE,[],,5.246756067,,2002:12:08 12:00:00,"['#f7f4f3', '#c3b4b3', '#6e696c', '#373131', '#1e1a1a']",[],,11:03:54,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, 0.53119355, 2.6968288]",../p03_2013-12-02/2013-12-02_12.00.25.jpg,ZTE-BLADE,[],,8.114238891,,2002:12:08 12:00:00,"['#1c2139', '#8f847a', '#6d6b6c', '#94a2b6', '#add1fb']",[],,12:00:25,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[7.559293, 0.53119355, 6.115536]",../p03_2013-12-02/2013-12-02_12.04.55.jpg,ZTE-BLADE,[],,8.306924043,,2002:12:08 12:00:00,"['#586361', '#576876', '#647883', '#3d5887', '#3f566f']",[],,12:04:55,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[7.1915436, 1.0760075, 2.5197644]",../p03_2013-12-02/2013-12-02_10.27.22.jpg,ZTE-BLADE,[],,10.603366,,2002:12:08 12:00:00,"['#14193d', '#060712', '#576173', '#868fa9', '#2e3663']",[],,10:27:22,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[8.635301, -1.6208214, 1.253072]",../p03_2013-12-02/2013-12-02_10.31.52.jpg,ZTE-BLADE,[],,6.692269742,,2002:12:08 12:00:00,"['#a58b6c', '#585355', '#9ec2e6', '#222121', '#778090']",[],,10:31:52,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, 0.17706452, 2.3290794]",../p03_2013-12-02/2013-12-02_11.40.25.jpg,ZTE-BLADE,[],,68.90813868,,2002:12:08 12:00:00,"['#b1a6ac', '#11131b', '#575152', '#92898e', '#7b6f6a']",['book'],"a eat Pig RISC tr din os tes Iw as ane pry Sr2-. ra ee So S2ocf fre tise APL FL sz Sons ire. ARS SHOW ANS ES. SICAYT SSOGS to Geos fer tres eT See SSS Sse ss SS Jom Sera! amd the Scie SSE SS5 © OF es 8 StISM Process Sv AAS WSS SSSR St Se well suited PROCNGAGNOSy IH wusc_ SSO = SE ree SS, TasK or risk PRR Sama lement. MSI emsalscemcent im challenges set and Soomnamns goqun ES Pe Jone oncept it challenging annouaetws one A ser of Cchatlenz2inzs SCOMCESPts was TCOMnSrAcxrSa AW DSSian aa : ae SAN & =a IIo ewadluation skills. “Che plan is compresses 7 =“WeGSs < Ness @ confident « rripctent awareness PAIL cara Frooww fo manave change.“SGSUeYO COM euUews Oo MOLY Pere pero . > - RSA BO SSOMUMIEME WAS yzodiu1OM-> Pue LUD PL L1OD> a? DSRASUSWOSIGAMOD Sri. Vey ou]. “S~IIMNS wornenyseaS FELT ta =. SA WOIAOOwUWSVi0OD sem sqadsososuoSZ> SUISuUDSIeYyS IOS ZY Ae SONS OEE OMS SUNS US LEYS ar 3d55uc5 PLHI2OSTOS Pye ""SIDI: —— TSAR GSSGS Owe AOS S2SeEeovweygo soup Wr JuersemwSSsesuS (WRES On SSG ue sys oS 3yS2rz “St2272 <> typ 72 AOPCOURSua sua op Petes MSs Pause PASS Teer NSS OAS EPO no ssroromora MECRISSISs Sug pus yr WISF> ere FDIS er OS ESS aS PROAS SPS aes Sarre oe ———— eee TESA OG acs 255 Str Ferry SFieeS prey Sze 0 Passa footer FROME Og peg Pitatail xy paging“PS SUe YO SAR ESTLIECLT >) AEP FOOL? Ptervoer S SSOMOISEME BUS30dUIOCD pue FHOPEFUQD> fF 3 ‘ WVyal on [SS ttre rnyealD POMEL? PSES SMASUSWESIGUMOD 1 LEE i JBEQ7 SGSSSO POA VOCS sqzdssucH SUIPSUDSICYSD zoos ey PESOS SG PUES SueuSUSyEyS 31 30a 2u0c> Pp LlS2lD2/2— NRSSS sous wre Aos SSSusteyo FLL “sto2=ae: Sua ur ZUDStasaSsSsesiues M4 Sey Sry (Ate t Seuewus NMSr1r 1D Sez “Stfr72 <fD>r2s Petre Psst PPPOE te Ss Poona uci, NDS PSS ae, TERR Res Dk SESS TESS TSS MAX NESS CGE SP SSonrS purse POPs VG SFeresrcrsy7 a> ASS SOS uSreaS> Sey2 ces weet awer eeecee tee ON AEM AA fae fff F Fe ton“CCR e 2g Wet fag IP vias ping OZ tire eS ange err re ErSRsremct gee Teo SheMenees seu SL Por2 meso allen sims amc PIvsSs Clean SSCCS 8S SENS WC DS SSS¥ SASS55 2 RL FOS ier fre? Porail Socloorrocn PeCoesss= Swridenowus WES ee... DORI Pleat SAT reel sruited PROM GAGIOLYy AM xw«asc_ BISONS SSA, Poe Wr7z7zees_ tees rIsk M72 Z> feziy- em 2alZemcent SOQOWSSS SSSA De Jae concept Amnouaeta|S Sao =e fA challenzing CoMmce pts considered Saas x SNS aoe P “V97iteocal ewadluatix 2m2 Skilis. ‘The AS COMpPrTrSeHer 5 ness MSG rmmpctent change.",11:40:25,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[8.635301, -0.17706452, 0.53119355]",../p03_2013-12-02/2013-12-02_10.35.22.jpg,ZTE-BLADE,[],,14.11424455,,2002:12:08 12:00:00,"['#8daacb', '#292226', '#685147', '#a78765', '#d0cacc']",['mouse'],,10:35:22,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.534244, -0.89894295, 0.17706452]",../p03_2013-12-02/2013-12-02_12.24.25.jpg,ZTE-BLADE,['abaya'],,15.48405471,,2002:12:08 12:00:00,"['#343b41', '#625e5d', '#1b2327', '#0d1215', '#ceb3a7']",['person'],"ETT ET || MLL y Var j , oe) ‘ aLLETLTATE Te 4 iy Wp",12:24:25,[],02/12/2013,ZTE,0,"[54.687644311111114, -5.883117944444446]"
,"[8.104107, 0.53119355, 4.862464]",../p03_2013-12-02/2013-12-02_10.48.23.jpg,ZTE-BLADE,[],,33.13414531,,2002:12:08 12:00:00,"['#7e777b', '#8b8183', '#141318', '#433e47', '#68616a']",['book'],"gyeage SOF ae gewst oF eo Fe wrayer tare vernal a=rax IT be paanagement Jes 22 rrr. tesh« oor ris agement im the chnalenes™ polar engzz is. The selected concept it chanen 2 ee ing concep Was CKORDASTESS | AS COTA. WRISOW SoH se SBUKBaUowenrm yw VADOUOCO poroecl?*. oyL > Beau2 Asay yuUSUID pede I, ASS yo 3 AAcCpyewnn- aut Lt yoo SseuUEette Sse 6? og are “petite =e “f : greree ea en te AF",10:48:23,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, -1.6208214, -0.17706452]",../p03_2013-12-02/2013-12-02_12.20.55.jpg,ZTE-BLADE,[],,25.55273708,,2002:12:08 12:00:00,"['#faf6f8', '#2e2729', '#c0a5a3', '#604a4b', '#8b838b']",['person'],,12:20:55,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.534244, -0.53119355, 2.152015]",../p03_2013-12-02/2013-12-02_12.47.25.jpg,ZTE-BLADE,[],,11.09265984,,2002:12:08 12:00:00,"['#adb6bd', '#1c1a20', '#343343', '#878788', '#695c66']","['bottle', 'bottle']",,12:47:25,[],02/12/2013,ZTE,0,"[54.68772895, -5.883186275000001]"
,"[9.00305, 0.17706452, 2.8738933]",../p03_2013-12-02/2013-12-02_10.56.23.jpg,ZTE-BLADE,[],,7.516355088,,2002:12:08 12:00:00,"['#7f7979', '#3f3330', '#5f5c5c', '#09080a', '#726d6f']","['person', 'book']","‘\ NX s AN ‘was a My) \ ‘ x NaN TA WANE 4 ” Nv . \N NA SA A NAN ee » WANAAS ANS Awe NAANA net VAX WARSENAE | wn ARC, “ SSNS “NWS SS AWA We AA\ANS ANA, MHEG AAAS NS Sg os % VA NAA ASN OWA Va NNSA. WR RNIN SRN, Wea SN 7 win Serene OVE ae ere er eer res ove #8 ‘fecal feces pas oot 8 =weeeeld Veter tee, Sepeeelk Spe ewtile wer fame ve oF «24 Foe ergot *# as favatlecvepgeiorge eovved Veeese oe MAN e sages even, qe te GAA Faeries deege «on Res yr c erttmbeleomene’ Vue Chemis segue Wiese, « - fat) tae ye wha li I hee poleany : ‘eee EE Viseeaive way ‘waar Fort ward Cmypeiont awareness ot Wey weve ree fe? sem! Chiat :eet aeertg > ererwiss cag wn, pisceperehiaser> = peeree pew PAPA, SAAN TAA Nere Qe ecdeatcecs my taerped omag yf 144% semrpererpens 5 TORR WRN TRAN ge FAR LPF Beer t meine» o* pehioo rian Mere Wes fee PEM ON SND GALE onetEE Greene FRESE Maney 1° af she PRas DOORS i Ket PROAE Pee wy qrteee ss oPP eee * *ege 66409004. 428 OO e’ en ™ PNAS Gh, HAAN ey KAY NRA aga sa WE WAANASANAASA FA, NNSAANAQIN Qa cw CANAAN ; PARA. AYA Nae AASSS, NAAN SAN KA NANS aN tp SENS AA OY X .es teerig. PF ererwegs Cap on, he aS kA \*> SM OSCE DOE WS OF pteaeye vib tdeee fs Att Og WAPOA, QAR DA Aare yy ea Deate ds + taergel opag Lh4 9% there perrrp ees ’ waa At iw, Sayed EY BAR PPO OH EP Etter we peliow viageh Were Mp OPES ® wep vi Cooma Yrs 6 SPRUE PAEEEE GREG Ee PEE V ep erepow beh CET gh hen YT Vea ne ety Ureew oRT LORE, Pegs ege 4PM sl es RNA ANA HAAR RR eA sAQ WAN NEA AQAA 8a cae shale WRG NARNIA A, ANAS NANANAA Pi VIANNA Nev ANSSS, MAANSSA SNAANA awn SNES NABI AEA cS “NOAA .. ce — Sook .\ y SON W w N am «a ' AS ~ SAG AWASAAN ~~ *, 1 *f Tipatlecvegeivvgs eetved Deneee oy AT Chee Nase, epee O09 F Feorige 40 tebe erttmbelernene’ tee Nee gyi: ceaye Wipes bwwitseticerys whisi fier goteane Levee ET eOV me See hai VIt 89S ceriypeertent trimer! Codie Eee",10:56:23,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.180115, 0.7082581, 2.3290794]",../p03_2013-12-02/2013-12-02_10.42.56.jpg,ZTE-BLADE,[],,12.02565509,,2002:12:08 12:00:00,"['#c8bec6', '#716868', '#aba3a9', '#171621', '#958985']",['book'],,10:42:56,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.00305, -0.17706452, 1.4301366]",../p03_2013-12-02/2013-12-02_10.40.53.jpg,ZTE-BLADE,[],,16.13869324,,2002:12:08 12:00:00,"['#b3acb0', '#987f64', '#494e59', '#d3c7c7', '#121318']",['person'],,10:40:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.00305, 0.7082581, 2.3290794]",../p03_2013-12-02/2013-12-02_10.39.23.jpg,ZTE-BLADE,[],,213.0797063,,2002:12:08 12:00:00,"['#908580', '#16161e', '#cbbfc6', '#6e645f', '#a39ca1']",['book'],agresen pocose,10:39:23,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, -0.7082581, 1.7978859]",../p03_2013-12-02/2013-12-02_12.41.54.jpg,ZTE-BLADE,[],,63.39976776,,2002:12:08 12:00:00,"['#72727d', '#aba7a4', '#39445d', '#171723', '#693b31']",[],,12:41:54,[],02/12/2013,ZTE,0,"[54.68772895, -5.883186275000001]"
,"[9.357179, -0.17706452, 1.9749504]",../p03_2013-12-02/2013-12-02_11.25.55.jpg,ZTE-BLADE,[],,16.90635911,,2002:12:08 12:00:00,"['#736c6c', '#8f8783', '#171925', '#c5bdc5', '#a6a1a6']",['book'],"é . oF4 tam 4 ‘ ae ? * eee ¢ fies ' *} e Rem: weeks 4% emily tt! -*- = : s lmy *@ t7 t+) thom toe Ate ny a - “ #4 fs “8 teageee we oe © ee Tee « e% os j ’ as S¢de e4 Nh ey PP Ag -. o z Fs Ses a} Eee e@e +? sey aa Vv"" wee, & me , # :* Shieh i. 1 Lee eek bee 14% «4 tN feet *% > +=te, —i + ¥.% ""45 ‘% 7 hw ‘a <s% t4 4i es i ""F44 Cans e* Z "" Mae us *).* aaa’ ue — tem Pree, »* ** Shas +* m *# ME Seen ‘Aa ohare rey fre Rie wee MPH aw, $tPbd ge, WP erm yo % $s rats wtRt $909 2e-0ne0 ea gol ’_ *» » .% 2 q 5 eo *.* saad ban Be te ya PiAG bas Poe eth =e ,7 ~ toh tet eal ; ile ces ett reek tea Sac wh vee “4 Setning frsces Ox | is Le uedy oeqen4 _— *Ptiay Vaus Leh 4ak Lae kam end alte wi om.",11:25:55,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[8.281172, 0.53119355, 4.671779]",../p03_2013-12-02/2013-12-02_12.10.25.jpg,ZTE-BLADE,[],,13.13120513,,2002:12:08 12:00:00,"['#546a78', '#465861', '#2a3b4e', '#395686', '#2c446e']",[],,12:10:25,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, 0.89894295, 1.7978859]",../p03_2013-12-02/2013-12-02_11.09.24.jpg,ZTE-BLADE,[],,8.514942328,,2002:12:08 12:00:00,"['#5e5356', '#7c88a3', '#9c8378', '#cba894', '#a8bcd9']",[],,11:09:24,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.180115, 0.35412905, 1.9749504]",../p03_2013-12-02/2013-12-02_11.21.25.jpg,ZTE-BLADE,[],,6.046802836,,2002:12:08 12:00:00,"['#231e1c', '#647387', '#faf3de', '#b5afab', '#4c4845']",[],,11:21:25,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[8.635301, 0.35412905, 4.140586]",../p03_2013-12-02/2013-12-02_12.06.55.jpg,ZTE-BLADE,[],,5.849008204,,2002:12:08 12:00:00,"['#323d57', '#566f7d', '#708291', '#677a83', '#10111a']",[],,12:06:55,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.00305, -2.152015, 1.9749504]",../p03_2013-12-02/2013-12-02_11.05.24.jpg,ZTE-BLADE,[],,6.832364612,,2002:12:08 12:00:00,"['#2e3a68', '#3568b0', '#191518', '#9a938f', '#75706d']",['laptop'],,11:05:24,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.180115, 0.17706452, 2.152015]",../p03_2013-12-02/2013-12-02_11.37.55.jpg,ZTE-BLADE,[],,8.054105687,,2002:12:08 12:00:00,"['#8b8b94', '#726152', '#aaa0a3', '#101118', '#463f46']",['person'],: eeeegeeebeyet,11:37:55,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[6.4832854, -0.53119355, 7.3822284]",../p03_2013-12-02/2013-12-02_12.02.25.jpg,ZTE-BLADE,[],,7.736574697,,2002:12:08 12:00:00,"['#556b7d', '#60778e', '#6f7e87', '#6c81a2', '#69777c']",[],,12:02:25,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[7.913422, 0.35412905, 5.2165933]",../p03_2013-12-02/2013-12-02_10.46.22.jpg,ZTE-BLADE,[],,13.00971676,,2002:12:08 12:00:00,"['#5b555f', '#241f24', '#756e75', '#827a80', '#8c8387']",['book'],,10:46:22,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.00305, -0.17706452, 1.9749504]",../p03_2013-12-02/2013-12-02_11.01.55.jpg,ZTE-BLADE,[],,8.739402135,,2002:12:08 12:00:00,"['#cebaa3', '#eff9fc', '#354161', '#1b1a1a', '#78889f']",[],,11:01:55,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.180115, -0.17706452, 2.152015]",../p03_2013-12-02/2013-12-02_10.58.23.jpg,ZTE-BLADE,[],,112.2987029,,2002:12:08 12:00:00,"['#4b3c3d', '#827f86', '#9a9299', '#706055', '#101013']",['book'],"a <P ee Daen res med ISAT Gee Wem A eee cue Na NN prea rr Fr rey sy ereryor-s free BS SPs Ss SS See Ca eS Se err FF feo pero S SlOer enc With Homme Te ~oononesn EAI im) AAPOR D EE, AEE ERO SSS SE JOY WAC SAS OS We Cee on SST EZEEEEEH EA FED Phe Heer SION BOOA rece AS SANA coe SPI I PIT EN OCIS SCORES COG SXDPIGSGKS THe Get TOW. Ser SY Seo ES we AHeatatl ard Cre SCISCCUOCM Process GViAGNnCoeA BOGA exemrdcaed Gu SosSoun Sos = > < « =~ ~ PF weeel/ s17Iited tam the PReCthodolosy im “Use, SHOW AMS @ SOO] SVS fps he cor risk TIWAIIAABLISIMm ent. 7 os FOOD SNCS ree II IIE eI? challenges set anar Snow 2s AMMNOW AAN |S SHA GSS SOwosws eA MH ASOT |wncd NHcq SHS Sofed concept it challenging, and fenains concepts was consider mASAN GS * XA AY tion skills. The plan is COMPpPrenensw=— DAA ADS . CASASES , ‘tent ayvvarencss of MSY compecten Z cs pp ereae creme chane€.“Sas titv-ty Ota? ®se SEP ELS RKo~y SO SSOUSCIE ME puSojgodures pueP BIDYNOARS 3 DSNASUSUSCAAUIOD St uvld oy “Siliys Gore - =— +» DAD SUIOSD sem sIdoowoo BuwaI1siuS; eS. APO Vt Posts pis SNVSS SQ Wve. OA SSSADSS. SSM WOU] SB AAVE HOU Pe BSurisuslpeyo gr zgWAISDUoD P27 LSS aD DSStu u VOSS 6S ID[Iewqoma p>r1w2 PLIDQCLIT | SASSO OSOSOS SBSOUsows ""Jus tras irs Sst IO WS SESS SSOSNS SMA ONS HSS Ut OCLOpoCUuyASI Sig OF PSII F/O4 LP SF SSSA SSE ESP NESE PO POCUOPINS SSS9DCAd uUGSIgoSyos Siz Pues Sf EISE om SONS OY FESS SEWED PU PAOISRO SACSS sons pur SPorsusSy lege IS OSE SC PPO ESS POOR Barmoyus pues 45s soemsyyeysS Sys ce poemeses LS So OOS Mes Sacer Kos go ssouoerswt es Demos Sepa TNS Sn mimes te Sot SON Poe aeoro BESO crore ys poe NS Ses AG HY PARRA Sin Saco Gs Sere meee SRE NEE pers eter reteter ge pete 2a aes SSNS teats presse sey nee peo errrefere> pores. =n“Sas «Fat Ee CLEP CLE & yo SSOUSOIVMe puojgodurels puFe XNes Im Ss-< EASE, WUE DBMASUSHOAAUIOD oy.L “SiPeYs Goer MOoe mm -~ SDASDPISUODS SEM sIdaouUoOO Buar1suvs; 22, ASO VL Pot1oPt SOQ Orvrve. “x SAAS. Wr] DS AAV] HOUUE pire Surircscu Be sosSsusclleygqa 212 PZLIPELIDS eyo gt zadoouwoeD PpeaT7= ASSAASIS VWSOSS SBSUsoys Pee Oo ""QUIS tusaSeueis YS PES. TSO PARSONS “SSM KASOCOLOPOCU{Stu Sryzg Pos J/ PMA PP SN SSP ONE EAS OOOOH POCO I*FO SsDvdoC18cCI WOoOrrmopaySs Pure sf LSISLP LF NC ESOS BOWED? PN PACINO OI SPAGSs Sons pours LISI / LE — PS SONNE PEE Burm ous ass someusyyens Sy us poses. DIES Seen nin 2S SEN TO RN MAD MS Baoan po oro nto yep eae SOAR Di SG Gn Wee SIDS SES OOK Corso ye pr oes BAS EEN ae NPSAA Si Sars AN peer rcsyerese> eye cee =AN RASS SPP rear el ete ansSep tp ne ep pe fae t 5 vcren Senne 20 Res face C : PILES Tree Renet gee Fina eat aan Naan peers eeeted Sie x (FORGE FL ayo prneseos sre hem ped seam mere Men ke ie ea ” ose MIPS EDS SRDS ANS Grier. Ke GY SNS rere em ah fee :< SNe Re E Ba Ge Sleer ana wie aow Ae VERMA. voomo She eens Cpl iat Lola INN Nee ra Lz era er =x nx s= FIRS RACES SSH Vic. Cesk SR tee TS EIT Ew ar SCODS tO SX DIOKS VMHet G2 Pata s a277TJ CFS SCISCCUOM GYiASNGCA FPGGA CxemMAcaed Gy oesSon SSsi=- Foweeel/ servile d to 12S mrethodoclosy use. SHO nw ane, Sous, psecrm~ecr7t «647m Challenges ANA MnNnowadMIwe “Ses OOwosy= AM ASH Coq SOd= SHOoOMADS, FSSA VSIOSSSSS Sted challenzingg feonains considerea frorr skilis. COMPpPrehensw aia ‘ neames eae. se TNSMSTS competent aAwarencs chane€.",10:58:23,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.724928, -0.17706452, -0.35412905]",../p03_2013-12-02/2013-12-02_12.26.25.jpg,ZTE-BLADE,[],,16.61105519,,2002:12:08 12:00:00,"['#e5f1f8', '#9c969c', '#101018', '#2e2e37', '#5d5f65']",[],,12:26:25,[],02/12/2013,ZTE,0,"[54.687987666666665, -5.883516500000002]"
,"[9.180115, 0.7082581, 2.152015]",../p03_2013-12-02/2013-12-02_10.37.23.jpg,ZTE-BLADE,[],,126.9979688,,2002:12:08 12:00:00,"['#b8b4ba', '#929196', '#6d6664', '#14141a', '#9e886d']",['book'],——pss et eg?,10:37:23,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.00305, 0.35412905, 2.5197644]",../p03_2013-12-02/2013-12-02_10.50.53.jpg,ZTE-BLADE,[],,39.84481289,,2002:12:08 12:00:00,"['#74696a', '#8e8b91', '#1f1a1e', '#a49c9f', '#53403f']",['book'],"RTGS aaa A Naess tase ARAN SN PPP te epee teste ERE tee ee AU eee HY Eee SERENRARICRAa eae Aoenes, Nae Ne Sees « eye nies | eeentcesht VEN, HE SH ealuA VASES OM OGRA, TWASRER SANS SASS NN bee abaee essa cole Gehewyees NAS Sire ere eepeenal ERENT rexierse exmnck pal eawnctd 4Vies BO les Aceh PE cows se! ANxes wees coe kso so stl aot nee thas eer NCARAGLASAS ace eacaneee ecomstctearescd tm <festesdt ANN ANSE 6 saan ataoct tar awrcoll \W WWD EAD EAE SO VERON “ <ccrrrepolaoto seared such as tirmc. task or ris Y Whe ChaANnhowes > ALY cted concept chattoe = es: The sele Ss CoOncSe Per hallengin sluation skatis. Eo Poem. S> engzasecem ont Fexecmpiary spects- brief. set ofc sritical eve confident ana SL lk, et ecw 1ww yuopyuCce ew Buraso Sooo Sem SAS> < -szoodsos QVEsSe& 3 SSS, BUSBVoOwresao YADOUC> Pore] Ssesusc z INST SSSSe SSS OES SSBuUeWEAS OV tt JUISUISS ES uD ALTerduarexs AAACN VEEN EASE OOD UTS EP AO 39S? “Our SY Gors> Wes Poe ep py re ava SS, BEER OAS SOR ANSI ESS SONNY yy YS ets SATA TG ALA SACO EVES LOS ae Se, MO ""i SOE Tes ‘sediinieadeeliid ~~ TR per econ cay PO poy were —<— wt * SARS WER RER FNS ste 1 QV NSS SRL Peete RANE VN SS eeee Cee pea eres GAAAA PERRIN NVR WOVEUN ARYL MER LD SET EET poe PC gE a ewe oresppedades poeeee AN, Re es Ra i car yet nt wreetee me & ~sZusrAao yuopLlLuece? e , QSISDSSOSH pe rg ; sSN. VTE SAN, BOONES WA \YADOUSC—> Ppe- s oUu_L . i. : o aBabe 2 Ey CLIN SBrxANOE OrW WIcCSeEstic AwEeya J >, QSSAOUNE SAG DUYV Ut VUr0s GSEs aS 4 ée ons NAN AAS SEE EEE ED >t ac sere Qiu =e «7 mesa. pours t yore »s pw aracrs Nie Ste TESA EVENS <A, ies ye ALSACE eS HST E mEW ACK SARDUVOES LSS TMS pr Perens aur awa LN ACRE ANAL TS SA veease weuee we Cement ~ Pe Bea RCN weuyy See Be GE Ett. SARA REASSANA NUSESA ASOT POSTED NAL WEEE cep petadee preeee see ON NE WERE Ee SOL EE speaee scp) SSeS PNA pNR betes. RG, ties RN Salis, Aaa, Nera MEN NY IT mea eis aSSN aaas een SeAeA Secuencia Slee RANA: SM, Se Shen Beene ds eepey st deces sees eeeepeeeel Chwee hu \ Vere vase ‘ ey atomt aseuepesespot ft ie Pree base hee wel panes Glewr NS awe Atenes, Ne, Ses Leases Anon Yee tonne eA sat RED gawncd O05 SARACEN, “Ee ="" AYES AWA CNS ONE SR SST SAA ARAB rede mama wvott timc. risk ER ESO VENOMS - Exemplary one sement am the Chanh<soEss act. sos. SSS5 AX SX? respects se lected C§HANSOSSS Od ONnCSPS WS <coORSSSS chalicen ging © yAtION ski\i\s- ot AS COTS al eval Trae OS™ proms critic owingz",10:50:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[8.635301, 0.53119355, 4.3176503]",../p03_2013-12-02/2013-12-02_11.56.53.jpg,ZTE-BLADE,[],,5.350710673,,2002:12:08 12:00:00,"['#778289', '#2e364a', '#8fb7fb', '#687784', '#5174ba']",[],,11:56:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
